distance;group
8;arbitrary
8;arbitrary
7;arbitrary
7;arbitrary
9;arbitrary
3;arbitrary
11;arbitrary
5;arbitrary
10;arbitrary
6;arbitrary
7;arbitrary
9;arbitrary
5;arbitrary
6;arbitrary
6;arbitrary
9;arbitrary
6;arbitrary
6;arbitrary
6;arbitrary
7;arbitrary
4;arbitrary
5;arbitrary
4;arbitrary
7;arbitrary
11;arbitrary
5;arbitrary
7;arbitrary
6;arbitrary
6;arbitrary
6;arbitrary
8;arbitrary
8;arbitrary
9;arbitrary
5;arbitrary
7;arbitrary
6;arbitrary
6;arbitrary
7;arbitrary
9;arbitrary
5;arbitrary
7;arbitrary
6;arbitrary
6;arbitrary
3;arbitrary
4;arbitrary
7;arbitrary
5;arbitrary
5;arbitrary
9;arbitrary
7;arbitrary
7;arbitrary
11;arbitrary
7;arbitrary
8;arbitrary
5;arbitrary
7;arbitrary
4;arbitrary
11;arbitrary
9;arbitrary
7;arbitrary
6;arbitrary
8;arbitrary
5;arbitrary
10;arbitrary
8;arbitrary
6;arbitrary
9;arbitrary
7;arbitrary
3;arbitrary
9;arbitrary
8;arbitrary
5;arbitrary
7;arbitrary
3;arbitrary
6;arbitrary
6;arbitrary
5;arbitrary
4;arbitrary
6;arbitrary
4;arbitrary
2;arbitrary
8;arbitrary
5;arbitrary
5;arbitrary
6;arbitrary
5;arbitrary
6;arbitrary
9;arbitrary
11;arbitrary
4;arbitrary
8;arbitrary
9;arbitrary
8;arbitrary
6;arbitrary
8;arbitrary
7;arbitrary
7;arbitrary
8;arbitrary
7;arbitrary
4;arbitrary
7;arbitrary
5;arbitrary
8;arbitrary
5;arbitrary
8;arbitrary
6;arbitrary
9;arbitrary
3;arbitrary
5;arbitrary
7;arbitrary
5;arbitrary
7;arbitrary
9;arbitrary
6;arbitrary
5;arbitrary
8;arbitrary
5;arbitrary
6;arbitrary
7;arbitrary
7;arbitrary
8;arbitrary
7;arbitrary
6;arbitrary
5;arbitrary
6;arbitrary
4;arbitrary
9;arbitrary
6;arbitrary
7;arbitrary
7;arbitrary
7;arbitrary
9;arbitrary
7;arbitrary
7;arbitrary
10;arbitrary
6;arbitrary
8;arbitrary
7;arbitrary
8;arbitrary
5;arbitrary
7;arbitrary
6;arbitrary
8;arbitrary
10;arbitrary
8;arbitrary
6;arbitrary
7;arbitrary
3;arbitrary
6;arbitrary
5;arbitrary
4;arbitrary
8;arbitrary
8;arbitrary
6;arbitrary
9;arbitrary
7;arbitrary
9;arbitrary
7;arbitrary
8;arbitrary
6;arbitrary
6;arbitrary
6;arbitrary
10;arbitrary
3;arbitrary
7;arbitrary
5;arbitrary
8;arbitrary
7;arbitrary
6;arbitrary
8;arbitrary
3;arbitrary
5;arbitrary
8;arbitrary
9;arbitrary
9;arbitrary
12;arbitrary
9;arbitrary
7;arbitrary
7;arbitrary
5;arbitrary
9;arbitrary
2;arbitrary
4;arbitrary
6;arbitrary
4;arbitrary
5;arbitrary
5;arbitrary
5;arbitrary
7;arbitrary
6;arbitrary
12;arbitrary
8;arbitrary
9;arbitrary
11;arbitrary
8;arbitrary
8;arbitrary
5;arbitrary
3;arbitrary
4;arbitrary
11;arbitrary
4;arbitrary
6;arbitrary
8;arbitrary
7;arbitrary
7;arbitrary
8;arbitrary
8;arbitrary
6;arbitrary
7;arbitrary
6;arbitrary
2;arbitrary
9;arbitrary
7;arbitrary
5;arbitrary
7;arbitrary
4;arbitrary
6;arbitrary
6;arbitrary
4;arbitrary
5;arbitrary
3;arbitrary
6;arbitrary
7;arbitrary
6;arbitrary
9;arbitrary
5;arbitrary
9;arbitrary
10;arbitrary
7;arbitrary
6;arbitrary
9;arbitrary
10;arbitrary
8;arbitrary
9;arbitrary
3;arbitrary
7;arbitrary
6;arbitrary
10;arbitrary
5;arbitrary
8;arbitrary
8;arbitrary
7;arbitrary
5;arbitrary
6;arbitrary
6;arbitrary
10;arbitrary
7;arbitrary
5;arbitrary
6;arbitrary
3;arbitrary
7;arbitrary
7;community
7;community
5;community
9;community
6;community
7;community
10;community
5;community
5;community
5;community
6;community
7;community
8;community
6;community
7;community
6;community
7;community
6;community
6;community
7;community
7;community
6;community
9;community
10;community
7;community
4;community
6;community
8;community
5;community
6;community
7;community
8;community
7;community
9;community
4;community
6;community
10;community
8;community
10;community
5;community
4;community
6;community
7;community
8;community
8;community
3;community
6;community
4;community
7;community
8;community
6;community
10;community
4;community
5;community
9;community
6;community
6;community
7;community
10;community
9;community
4;community
7;community
7;community
7;community
8;community
7;community
6;community
4;community
6;community
7;community
5;community
6;community
4;community
8;community
4;community
7;community
6;community
6;community
5;community
8;community
7;community
4;community
7;community
7;community
8;community
8;community
8;community
8;community
11;community
5;community
9;community
5;community
6;community
8;community
7;community
8;community
6;community
8;community
7;community
5;community
7;community
8;community
6;community
7;community
4;community
8;community
10;community
8;community
5;community
6;community
9;community
7;community
7;community
7;community
8;community
5;community
7;community
5;community
7;community
7;community
8;community
7;community
8;community
5;community
4;community
7;community
5;community
7;community
7;community
9;community
7;community
12;community
3;community
8;community
9;community
6;community
6;community
6;community
3;community
6;community
8;community
6;community
5;community
8;community
6;community
6;community
5;community
6;community
1;community
10;community
7;community
5;community
4;community
6;community
6;community
5;community
6;community
7;community
11;community
5;community
7;community
5;community
5;community
8;community
7;community
7;community
5;community
10;community
8;community
6;community
5;community
9;community
7;community
6;community
7;community
10;community
11;community
3;community
6;community
4;community
6;community
6;community
6;community
4;community
6;community
7;community
7;community
8;community
6;community
3;community
4;community
1;community
9;community
4;community
4;community
11;community
6;community
5;community
6;community
8;community
8;community
7;community
10;community
6;community
8;community
8;community
10;community
6;community
7;community
6;community
7;community
7;community
8;community
5;community
6;community
7;community
6;community
6;community
7;community
6;community
9;community
8;community
6;community
3;community
7;community
7;community
6;community
7;community
9;community
4;community
6;community
8;community
6;community
5;community
8;community
7;community
5;community
6;community
11;community
5;community
8;community
9;community
7;community
4;community
7;community
7;community
10;community
6;community
5;community
7;community
7;community
7;community
7;community
6;community
7;community
8;community
7;community
8;community
6;community
4;community
8;community
8;community
6;community
8;community
8;community
4;community
5;community
7;community
10;community
9;community
8;community
9;community
6;community
7;community
6;community
5;community
6;community
7;community
5;community
4;community
6;community
7;community
11;community
7;community
7;community
6;community
5;community
5;community
9;community
6;community
6;community
7;community
7;community
8;community
5;community
7;community
9;community
8;community
3;community
7;community
6;community
5;community
6;community
11;community
10;community
5;community
5;community
5;community
10;community
6;community
4;community
5;community
6;community
6;community
6;community
10;community
5;community
3;community
9;community
7;community
7;community
6;community
10;community
7;community
6;community
7;community
8;community
6;community
7;community
6;community
11;community
7;community
8;community
2;community
6;community
6;community
4;community
6;community
9;community
6;community
6;community
4;community
7;community
9;community
8;community
7;community
7;community
7;community
5;community
6;community
7;community
7;community
7;community
6;community
10;community
7;community
6;community
5;community
7;community
9;community
5;community
7;community
7;community
5;community
5;community
7;community
6;community
10;community
9;community
7;community
7;community
7;community
6;community
5;community
5;community
8;community
7;community
4;community
7;community
8;community
11;community
10;community
6;community
5;community
8;community
2;community
5;community
12;community
5;community
4;community
9;community
4;community
10;community
5;community
7;community
4;community
5;community
6;community
6;community
5;community
7;community
7;community
7;community
6;community
13;community
8;community
7;community
6;community
6;community
8;community
5;community
6;community
6;community
9;community
7;community
7;community
7;community
6;community
5;community
5;community
8;community
6;community
6;community
5;community
6;community
5;community
7;community
8;community
9;community
6;community
5;community
7;community
7;community
4;community
6;community
6;community
3;community
5;community
8;community
4;community
10;community
7;community
4;community
5;community
6;community
4;community
8;community
7;community
10;community
6;community
5;community
9;community
5;community
7;community
7;community
9;community
9;community
5;community
6;community
4;community
7;community
6;community
5;community
5;community
10;community
7;community
7;community
8;community
4;community
6;community
10;community
6;community
5;community
7;community
4;community
7;community
8;community
7;community
10;community
5;community
8;community
7;community
7;community
10;community
6;community
8;community
4;community
5;community
6;community
8;community
8;community
8;community
11;community
7;community
4;community
7;community
9;community
2;community
7;community
7;community
12;community
9;community
8;community
6;community
9;community
2;community
4;community
7;community
6;community
7;community
8;community
7;community
3;community
3;community
6;community
8;community
4;community
9;community
7;community
12;community
6;community
6;community
7;community
5;community
8;community
6;community
3;community
5;community
7;community
10;community
11;community
8;community
7;community
5;community
8;community
4;community
7;community
12;community
7;community
6;community
6;community
6;community
11;community
9;community
9;community
7;community
6;community
7;community
7;community
7;community
7;community
4;community
4;community
7;community
7;community
6;community
5;community
6;community
6;community
11;community
6;community
11;community
9;community
7;community
8;community
7;community
9;community
7;community
10;community
5;community
8;community
5;community
3;community
7;community
5;community
13;community
6;community
5;community
9;community
7;community
8;community
8;community
6;community
7;community
6;community
6;community
7;community
7;community
7;community
7;community
8;community
5;community
7;community
10;community
7;community
6;community
7;community
8;community
6;community
7;community
7;community
6;community
8;community
5;community
3;community
5;community
4;community
9;community
5;community
8;community
8;community
5;community
4;community
7;community
5;community
7;community
7;community
5;community
8;community
5;community
3;community
8;community
9;community
7;community
7;community
7;community
11;community
6;community
9;community
6;community
5;community
7;community
5;community
10;community
5;community
9;community
7;community
8;community
9;community
4;community
5;community
8;community
6;community
6;community
5;community
6;community
9;community
6;community
3;community
8;community
3;community
9;community
7;community
3;community
6;community
8;community
5;community
9;community
6;community
9;community
7;community
5;community
7;community
8;community
5;community
5;community
7;community
5;community
5;community
5;community
5;community
3;community
8;community
5;community
7;community
5;community
7;community
8;community
5;community
6;community
7;community
8;community
10;community
5;community
7;community
7;community
7;community
10;community
7;community
5;community
4;community
11;community
6;community
6;community
7;community
9;community
6;community
4;community
6;community
6;community
7;community
6;community
7;community
6;community
9;community
5;community
5;community
5;community
9;community
7;community
6;community
5;community
8;community
7;community
7;community
7;community
7;community
7;community
4;community
6;community
3;community
11;community
8;community
4;community
1;community
6;community
5;community
3;community
5;community
3;community
7;community
7;community
7;community
6;community
9;community
8;community
7;community
6;community
5;community
5;community
4;community
7;community
9;community
5;community
5;community
6;community
8;community
11;community
2;community
7;community
6;community
2;community
8;community
7;community
7;community
5;community
6;community
7;community
7;community
8;community
7;community
7;community
7;community
7;community
7;community
2;community
5;community
8;community
5;community
6;community
8;community
9;community
5;community
9;community
6;community
4;community
6;community
7;community
7;community
6;community
5;community
10;community
9;community
9;community
7;community
7;community
7;community
10;community
4;community
10;community
7;community
4;community
8;community
5;community
6;community
5;community
8;community
10;community
9;community
5;community
6;community
6;community
6;community
7;community
5;community
8;community
8;community
7;community
4;community
7;community
8;community
10;community
8;community
5;community
6;community
6;community
8;community
6;community
5;community
7;community
6;community
6;community
7;community
5;community
9;community
7;community
8;community
5;community
8;community
7;community
7;community
5;community
5;community
7;community
6;community
5;community
6;community
5;community
5;community
7;community
8;community
7;community
5;community
2;community
6;community
7;community
5;community
5;community
7;community
7;community
6;community
11;community
5;community
10;community
6;community
7;community
7;community
10;community
5;community
9;community
6;community
5;community
5;community
7;community
8;community
7;community
7;community
6;community
4;community
9;community
6;community
7;community
7;community
7;community
7;community
8;community
6;community
5;community
9;community
5;community
7;community
7;community
4;community
6;community
5;community
7;community
4;community
8;community
10;community
8;community
7;community
7;community
5;community
5;community
6;community
7;community
8;community
5;community
9;community
11;community
7;community
9;community
9;community
8;community
9;community
6;community
7;community
5;community
3;community
7;community
7;community
7;community
8;community
5;community
4;community
1;community
9;community
9;community
6;community
8;community
8;community
10;community
4;community
6;community
5;community
7;community
7;community
8;community
6;community
6;community
7;community
10;community
5;community
8;community
7;community
7;community
7;community
7;community
7;community
4;community
6;community
7;community
8;community
6;community
8;community
7;community
12;community
8;community
6;community
7;community
6;community
11;community
9;community
6;community
6;community
7;community
6;community
7;community
5;community
7;community
9;community
7;community
8;community
10;community
5;community
4;community
10;community
6;community
3;community
8;community
7;community
7;community
6;community
6;community
12;community
6;community
5;community
8;community
4;community
10;community
7;community
5;community
6;community
5;community
8;community
6;community
6;community
7;community
6;community
6;community
5;community
4;community
6;community
1;community
6;community
7;community
10;community
9;community
6;community
10;community
6;community
7;community
6;community
6;community
5;community
5;community
5;community
6;community
9;community
6;community
4;community
6;community
5;community
5;community
6;community
6;community
6;community
5;community
7;community
4;community
7;community
8;community
8;community
4;community
6;community
8;community
6;community
5;community
9;community
7;community
6;community
8;community
10;community
5;community
7;community
7;community
6;community
6;community
6;community
6;community
7;community
7;community
4;community
7;community
6;community
9;community
4;community
9;community
12;community
7;community
5;community
7;community
4;community
10;community
9;community
4;community
6;community
8;community
7;community
3;community
5;community
6;community
7;community
8;community
10;community
6;community
9;community
6;community
7;community
7;community
11;community
8;community
7;community
7;community
11;community
5;community
4;community
5;community
5;community
6;community
4;community
6;community
7;community
8;community
8;community
8;community
8;community
8;community
12;community
5;community
7;community
9;community
10;community
6;community
8;community
8;community
6;community
5;community
5;community
7;community
7;community
6;community
7;community
3;community
9;community
6;community
7;community
5;community
7;community
7;community
5;community
8;community
5;community
7;community
6;community
3;community
8;community
5;community
7;community
8;community
5;community
5;community
8;community
4;community
7;community
8;community
5;community
3;community
6;community
9;community
8;community
5;community
6;community
6;community
12;community
6;community
4;community
8;community
6;community
6;community
7;community
8;community
9;community
10;community
7;community
5;community
9;community
6;community
5;community
5;community
6;community
12;community
7;community
5;community
10;community
5;community
7;community
9;community
5;community
7;community
5;community
7;community
8;community
5;community
11;community
7;community
6;community
4;community
6;community
5;community
9;community
8;community
6;community
5;community
7;community
9;community
2;community
3;community
7;community
7;community
7;community
5;community
6;community
8;community
6;community
9;community
11;community
7;community
7;community
6;community
11;community
9;community
8;community
7;community
2;community
12;community
6;community
6;community
6;community
6;community
6;community
6;community
7;community
5;community
6;community
8;community
6;community
6;community
11;community
5;community
7;community
7;community
7;community
7;community
5;community
7;community
6;community
1;community
6;community
7;community
5;community
7;community
7;community
3;community
4;community
8;community
5;community
8;community
6;community
6;community
8;community
11;community
8;community
7;community
4;community
4;community
8;community
11;community
4;community
4;community
4;community
6;community
6;community
4;community
8;community
6;community
10;community
12;community
5;community
8;community
10;community
7;community
7;community
5;community
6;community
3;community
6;community
6;community
8;community
6;community
6;community
2;community
6;community
4;community
8;community
7;community
8;community
8;community
5;community
10;community
5;community
7;community
6;community
7;community
6;community
5;community
3;community
4;community
8;community
3;community
4;community
5;community
1;community
11;community
5;community
4;community
7;community
10;community
6;community
8;community
7;community
6;community
6;community
8;community
8;community
6;community
7;community
7;community
8;community
5;community
6;community
7;community
10;community
8;community
5;community
8;community
7;community
7;community
6;community
6;community
12;community
6;community
4;community
5;community
5;community
11;community
8;community
6;community
6;community
6;community
7;community
6;community
8;community
8;community
6;community
8;community
3;community
7;community
9;community
6;community
5;community
3;community
10;community
6;community
5;community
13;community
6;community
9;community
6;community
6;community
6;community
6;community
10;community
6;community
8;community
6;community
7;community
7;community
9;community
7;community
6;community
3;community
5;community
8;community
8;community
7;community
7;community
7;community
5;community
5;community
7;community
12;community
3;community
5;community
9;community
8;community
1;community
6;community
5;community
7;community
6;community
6;community
9;community
6;community
6;community
11;community
11;community
5;community
6;community
6;community
6;community
5;community
6;community
7;community
5;community
6;community
9;community
6;community
5;community
8;community
6;community
7;community
5;community
5;community
7;community
4;community
7;community
8;community
5;community
7;community
8;community
5;community
6;community
1;community
6;community
5;community
7;community
6;community
5;community
11;community
9;community
5;community
4;community
7;community
7;community
5;community
6;community
6;community
7;community
6;community
8;community
7;community
6;community
11;community
8;community
6;community
7;community
4;community
6;community
9;community
7;community
6;community
7;community
7;community
7;community
7;community
6;community
3;community
9;community
6;community
6;community
5;community
6;community
5;community
8;community
10;community
8;community
5;community
5;community
10;community
7;community
6;community
5;community
7;community
5;community
7;community
5;community
7;community
8;community
7;community
7;community
5;community
7;community
7;community
3;community
8;community
5;community
10;community
7;community
7;community
6;community
6;community
8;community
5;community
6;community
6;community
9;community
10;community
7;community
7;community
3;community
6;community
8;community
7;community
9;community
6;community
8;community
7;community
3;community
5;community
7;community
7;community
8;community
8;community
7;community
7;community
8;community
6;community
9;community
6;community
9;community
9;community
7;community
9;community
6;community
10;community
6;community
5;community
5;community
7;community
5;community
8;community
3;community
9;community
7;community
7;community
11;community
5;community
5;community
5;community
8;community
3;community
7;community
5;community
7;community
3;community
7;community
6;community
7;community
3;community
7;community
4;community
12;community
8;community
5;community
7;community
7;community
6;community
6;community
6;community
7;community
5;community
7;community
9;community
7;community
2;community
7;community
7;community
6;community
5;community
6;community
7;community
1;community
9;community
8;community
7;community
5;community
8;community
8;community
4;community
8;community
4;community
5;community
7;community
11;community
7;community
6;community
8;community
6;community
8;community
8;community
6;community
8;community
9;community
5;community
7;community
6;community
5;community
10;community
7;community
7;community
5;community
5;community
6;community
7;community
7;community
7;community
6;community
7;community
5;community
6;community
5;community
6;community
7;community
3;community
8;community
7;community
7;community
8;community
10;community
6;community
6;community
12;community
8;community
6;community
7;community
5;community
7;community
4;community
7;community
5;community
7;community
7;community
7;community
7;community
5;community
5;community
6;community
8;community
3;community
8;community
7;community
10;community
5;community
9;community
6;community
6;community
8;community
7;community
8;community
8;community
8;community
7;community
8;community
4;community
4;community
4;community
7;community
3;community
8;community
6;community
5;community
8;community
3;community
5;community
7;community
8;community
3;community
8;community
5;community
8;community
7;community
8;community
7;community
5;community
4;community
1;community
7;community
8;community
8;community
6;community
4;community
7;community
10;community
6;community
7;community
6;community
6;community
8;community
5;community
5;community
6;community
8;community
5;community
6;community
5;community
7;community
5;community
8;community
7;community
10;community
6;community
6;community
5;community
7;community
14;community
4;community
5;community
6;community
8;community
10;community
4;community
7;community
5;community
6;community
7;community
9;community
7;community
8;community
7;community
6;community
7;community
8;community
4;community
5;community
6;community
5;community
8;community
8;community
10;community
3;community
6;community
8;community
6;community
6;community
6;community
9;community
6;community
10;community
6;community
8;community
8;community
6;community
7;community
8;community
7;community
6;community
7;community
7;community
6;community
6;community
12;community
2;community
8;community
3;community
3;community
3;community
3;community
2;community
7;community
12;community
8;community
8;community
10;community
7;community
8;community
7;community
5;community
9;community
8;community
8;community
7;community
7;community
9;community
3;community
11;community
5;community
10;community
6;community
7;community
9;community
5;community
6;community
6;community
9;community
6;community
6;community
6;community
7;community
4;community
5;community
4;community
7;community
11;community
5;community
7;community
6;community
6;community
6;community
8;community
8;community
9;community
5;community
7;community
6;community
6;community
7;community
9;community
5;community
7;community
6;community
6;community
3;community
4;community
7;community
5;community
5;community
9;community
7;community
7;community
11;community
7;community
8;community
5;community
7;community
4;community
11;community
9;community
7;community
6;community
8;community
5;community
10;community
8;community
6;community
9;community
7;community
3;community
9;community
8;community
5;community
7;community
3;community
6;community
6;community
5;community
4;community
6;community
4;community
2;community
8;community
5;community
5;community
6;community
5;community
6;community
9;community
11;community
4;community
8;community
9;community
8;community
6;community
8;community
7;community
7;community
8;community
7;community
4;community
7;community
5;community
8;community
5;community
8;community
6;community
9;community
3;community
5;community
7;community
5;community
7;community
9;community
6;community
5;community
8;community
5;community
6;community
7;community
7;community
8;community
7;community
6;community
5;community
6;community
4;community
9;community
6;community
7;community
7;community
7;community
9;community
7;community
7;community
10;community
6;community
8;community
7;community
8;community
5;community
7;community
6;community
8;community
10;community
8;community
6;community
7;community
3;community
6;community
5;community
4;community
8;community
8;community
6;community
9;community
7;community
9;community
7;community
8;community
6;community
6;community
6;community
10;community
3;community
7;community
5;community
8;community
7;community
6;community
8;community
3;community
5;community
8;community
9;community
9;community
12;community
9;community
7;community
7;community
5;community
9;community
2;community
4;community
6;community
4;community
5;community
5;community
5;community
7;community
6;community
12;community
8;community
9;community
11;community
8;community
8;community
5;community
3;community
4;community
11;community
4;community
6;community
8;community
7;community
7;community
8;community
8;community
6;community
7;community
6;community
2;community
9;community
7;community
5;community
7;community
4;community
6;community
6;community
4;community
5;community
3;community
6;community
7;community
6;community
9;community
5;community
9;community
10;community
7;community
6;community
9;community
10;community
8;community
9;community
3;community
7;community
6;community
10;community
5;community
8;community
8;community
7;community
5;community
6;community
6;community
10;community
7;community
5;community
6;community
3;community
7;community
7;community
